title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
How to sponsor ground-breaking research: a comparison of funding schemes,T Heinze,2008,195,… The sponsorship support for junior professors does not come close to matching that of the … apply for advanced investigator grants (a new EU-level funding program under preparation) …,II2HzjjWHGoJ,"T Heinze - Science and public policy, 2008 - research.utwente.nl",[],https://research.utwente.nl/en/publications/how-to-sponsor-ground-breaking-research-a-comparison-of-funding-s/,unknown,unknown
Value creation in university‐firm research collaborations: A matching approach,D Mindruta,2013,318,"… collaboration between university scientists and firms intended for scientific discovery. … are important in the market for research, I show that firm − scientist alliance formation is driven by a …",Cp9co5ir_GgJ,"D Mindruta - Strategic management journal, 2013 - Wiley Online Library",[],https://onlinelibrary.wiley.com/doi/abs/10.1002/smj.2036,unknown,unknown
Academic entrepreneurship: what are the factors shaping the capacity of academic researchers to identify and exploit entrepreneurial opportunities?,"P D'Este, S Mahdi, A Neely",2009,80,"… is concerned with the discovery and exploitation of profitable opportunities (Shane … less than 3 articles matched. In other words, by selecting individuals with 3 or 4 papers matched in the …",PbMX0Ce-insJ,"P D'Este, S Mahdi, A Neely - 2009 - repositorio.altecasociacion.org",[],https://repositorio.altecasociacion.org/handle/20.500.13048/378,unknown,unknown
Inventors and entrepreneurs in academia: What types of skills and experience matter?,"P D'Este, S Mahdi, A Neely, F Rentocchini",2012,236,This paper aims to improve our understanding of the attributes of academic researchers that … scientists' research excellence and discovery of earlier technological opportunities and the …,8f5RSKJ9gI8J,"P D'Este, S Mahdi, A Neely, F Rentocchini - Technovation, 2012 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S0166497211001866,unknown,unknown
Financial Assistance Funding Opportunity Announcement,PAD Date,2008,43,… are broad areas of discovery research and scientific inquiry … the standard individual investigator or small group research project. … Principal Investigator and small group research projects …,MoMvjSTcGPwJ,PAD Date - 2008 - erielhonan.com,[],http://erielhonan.com/e/EFRC+FOA+Amendmt+003+Dated+Sept032008+Draft+ER.pdf,unknown,unknown
"The impact of winning funding on researcher productivity, results from a randomized trial","A Barnett, T Blakely, M Liu, L Garland…",2024,8,"… researchers with more funding would have more time to spend on research and be able to employ research … online sources to discover if they were still employed in research, including …",kfG8wn8I5gkJ,"A Barnett, T Blakely, M Liu, L Garland… - Science and Public …, 2024 - academic.oup.com",[],https://academic.oup.com/spp/article-abstract/51/6/1042/7729313,unknown,unknown
Identifying Research Resources and Funding Opportunities,"E Baizman, H Hornbeak, PR Jackson…",2008,0,"… and, a list of NIAID research funding opportunity links, as well as … This support enables discoveries that span the molecular and … Many organizations also award funds to an investigator's …",rKWXWlBZ_zkJ,"E Baizman, H Hornbeak, PR Jackson… - … NIH: Frontiers in Research, 2008 - Springer",[],https://link.springer.com/chapter/10.1007/978-1-59745-569-5_54,unknown,unknown
Designing a social matching system to connect academic researchers with local community collaborators,"D Zytko, L DeVreugd",2019,12,"… connections between faculty researchers and local … researcher, along with a filtering mechanism to support local community partners in discovering faculty that match their research …",YHLM58F2GR0J,"D Zytko, L DeVreugd - Proceedings of the ACM on Human-Computer …, 2019 - dl.acm.org",[],https://dl.acm.org/doi/abs/10.1145/3361117,unknown,unknown
International differences in basic research grant funding-a systematic comparison,"J Janger, N Schmidt, A Strauss",2019,23,… The absolute level of DFG funding (per researcher) is also at … spend more per researcher on grant funding. Overall this … number of applications is not matched by rising funds. So indirect/…,-x4Hdqcz1bMJ,"J Janger, N Schmidt, A Strauss - 2019 - econstor.eu",[],https://www.econstor.eu/bitstream/10419/194279/1/1067675175.pdf,unknown,unknown
The impact of research grant funding on scientific productivity,"BA Jacob, L Lefgren",2011,855,"… is consistent with a model in which the market for research funding is competitive, so that the loss of an NIH grant simply causes researchers to shift to another source of funding. …",FcXQs5nzFP8J,"BA Jacob, L Lefgren - Journal of public economics, 2011 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S0047272711000776,unknown,unknown
